Device_SN,PartNo_Select,Iop (mA),Ith (mA),Laser Temperature (Top) (C),Slope Efficiency (mW/mA),Optical Power (mW),SMSR (dB),Tracking Error_MIN (dB),Tracking Error_MAX (dB),Thermistor Resistance (Rth) (K-Ohm),B Consttant (K),CNR @ 61.25 MHz (dB),CNR @ 547.25 MHz (dB),CSO (dB),CTB (dB),Chirp (MHz/mW),Monitor Current (micro-A),Frequency Response (dB),
CEJ4060,G1752-204-024,54.47,13.21346,31.81,0.251,10.54,52.91,-0.15,0.12,7.525,3990.1,52.6,53.6,41.6,72.7,358.93,505.3,0.5,
CEJ7255,G1752-204-057,56.47,13.41222,32.76,0.238,10.51,52.78,-0.2,0.04,7.216,3984.2,52.4,53.6,42.5,73.2,353.72,457.5,0.5,
CEJ4090,G1752-204-024,64.97,15.63504,31.96,0.21,10.53,50.29,-0.09,0.12,7.466,3983.8,52.7,53.6,40.3,72.5,383.13,605.3,0.6,
CEJ7199,G1752-204-050,65.21,19.44338,26.45,0.229,10.54,44.65,-0.06,0.11,9.446,3967,51.7,53.2,43.8,70.6,354.8,544.7,0.6,
CEJ5856,G1752-204-051,65.72,13.46722,29.3,0.196,10.52,49.18,-0.03,0.12,8.369,3981.3,52.3,53.4,42.1,72.2,360.76,558.5,0.6,
CEJ4970,G1752-204-054,55.97,13.96607,26.39,0.256,10.54,52.15,-0.19,0.09,9.491,3974.2,51.8,52.9,42.8,65.9,354.57,548.2,0.6,
CEJ5851,G1752-204-051,80.71,24.44379,34.36,0.182,10.51,45.86,-0.21,0.04,6.76,3996.4,52.6,53.8,41.6,74.2,366.72,363.9,0.5,
CEJ7272,G1752-204-058,55.71,13.89365,30.41,0.243,10.52,52.82,-0.04,0.06,7.99,3988.5,52.9,53.7,41.8,72.4,346.11,339.8,0.6,
CEJ7210,G1752-204-050,86.96,17.23271,24.74,0.15,10.54,54.25,-0.09,0.09,10.243,3983.1,51.7,53.1,44,70.7,320.18,819,0.6,
CEJ5858,G1752-204-051,83.72,14.90264,24.66,0.145,10.5,50.17,-0.16,0.06,10.241,3970.9,51.9,53.4,41.6,72.5,364.55,580.5,0.6,
CEJ7257,G1752-204-057,64.97,13.39399,32.54,0.198,10.54,51.72,-0.19,0.08,7.312,4001.4,52.8,53.9,41.6,73.2,383.67,406.2,0.6,
CEJ7649,G1752-204-058,52.96,11.88582,25.98,0.248,10.51,50.66,-0.23,0.09,9.652,3969.6,52.3,53.4,42.1,73.2,356.44,524.1,0.6,
CEJ7645,G1752-204-058,56.47,11.93621,27.62,0.233,10.53,50.97,-0.18,0.05,8.99,3974.3,52.2,53.7,42.3,73.9,380.58,666.1,0.7,
CCI4092,G1752-204-043,69.96,14.06045,25.77,0.183,10.51,48.81,-0.1,0.04,9.749,3971.8,51.1,52.1,41.5,69.1,347.66,539.5,0.6,
CEJ7205,G1752-204-050,75.21,17.19448,33.68,0.182,10.54,50.22,-0.11,0.08,6.953,3993.3,51.3,52.9,43.6,69.5,370.37,443.6,0.7,
CEJ7200,G1752-204-050,70.79,23.54269,31.02,0.228,10.53,50.63,-0.23,0.16,7.709,3949.2,51.4,52.9,43.3,71.9,339.87,403.4,0.6,
CEJ7265,G1752-204-057,65.78,17.59693,28.47,0.215,10.51,52.72,-0.08,0.14,8.591,3943.8,52.2,52.9,41.3,72.6,352.2,318.5,0.8,
CEJ5855,G1752-204-051,72.54,14.52207,25.82,0.179,10.51,51.96,-0.1,0.2,9.621,3934.9,52.6,53.9,41.8,70.1,385.66,468.4,0.5,
CEJ7297,G1752-204-059,100.79,21.53334,32.53,0.131,10.5,47.88,-0.1,0.07,7.245,3958.4,52.2,53.8,43.3,71.5,328.03,840.8,0.6,
CEJ4069,G1752-204-024,59.97,13.9013,34.29,0.221,10.54,52.49,-0.08,0.11,6.771,3989.9,52.6,53.6,40.8,73.5,381.88,499.4,0.7,
CEJA314,G1752-204-029,84.72,21.67567,31.18,0.163,10.5,44.64,-0.07,0.1,7.711,3978.9,52.6,53.1,40.5,72.9,385.31,452.5,0.7,
CEJ7234,G1752-204-052,70.96,15.28889,30.55,0.188,10.52,52.96,-0.11,0.14,7.935,3985.1,52.2,53.7,43.1,72.6,344.27,597.6,0.6,
CEJA566,G1752-204-054,70.97,17.20639,32.37,0.191,10.52,50.37,-0.21,0.1,7.349,3991.5,52.2,53.4,42.5,73.7,380.94,382.5,0.6,
CEJ5761,G1752-204-024,55.71,13.24394,31.19,0.244,10.56,50.43,-0.21,0.09,7.71,3980.2,52.6,53.4,41.1,72.7,351.81,550.1,0.9,
CEJA550,G1752-204-054,58.21,15.18213,27.59,0.243,10.54,51.69,-0.19,0.03,9.022,3982.3,52.9,53.6,41.8,74,349.18,224.7,0.6,
CEJ7204,G1752-204-050,88.96,14.99674,31.49,0.135,10.53,52.09,-0.24,0.2,7.622,3986.1,51.7,53.1,42.6,71.5,324.76,573.9,0.6,
CEJ7254,G1752-204-057,55.46,13.01389,31.85,0.242,10.5,51.96,-0.22,0.22,7.495,3980.2,52.4,53.7,42.6,74.2,367.39,454.4,0.6,
CEJ7262,G1752-204-057,64.72,14.94732,35,0.206,10.52,51.23,-0.07,0.03,6.573,3991,52.7,53.8,41.1,74,381.28,375.3,0.6,
CEJ7235,G1752-204-052,71.71,19.89459,30.69,0.206,10.53,46.37,-0.17,0.13,7.882,3982.4,51.9,53.4,43,65.3,370.71,857.5,0.7,
CEJ7263,G1752-204-057,56.22,13.84931,31.5,0.24,10.51,49.49,-0.18,0.15,7.619,3986.3,52.4,53.6,42.8,72.5,344.09,345.2,0.9,
CEJ5852,G1752-204-051,71.96,21.59838,28.65,0.205,10.5,50.54,-0.11,0.15,8.61,3981.4,52.7,54.2,42.1,73.9,339.25,321,0.6,
CEJ5822,G1752-204-024,60.22,18.38034,28.72,0.242,10.52,48.23,-0.22,0.17,8.579,3979.4,52.7,52.1,41.1,67.4,325.72,194.2,0.5,
CEJ7218,G1752-204-050,94.96,19.57845,26.91,0.136,10.5,51.9,-0.24,0.04,9.284,3977.5,52.9,54.3,40.8,74.7,346.61,266.8,0.6,
CEJ5854,G1752-204-051,53.47,12.5074,25.52,0.249,10.5,50.83,-0.08,0.07,9.837,3964.7,52.1,53.1,42.8,72.9,336.26,335.7,0.6,
CEJ7284,G1752-204-058,64.28,18.72149,30.93,0.224,10.5,52.31,-0.05,0.04,7.748,3954.2,52.4,53.6,42.1,73.9,363.59,572.5,0.7,
CEJ5800,G1752-204-024,50.72,11.49676,23.75,0.264,10.51,52.12,-0.22,0.14,10.687,3976.4,53.1,54.2,41,71.6,386,409,0.7,
CEJ5803,G1752-204-024,53.21,11.56935,26.44,0.248,10.53,51.69,-0.05,0.06,9.416,3954.5,52.9,53.9,41.3,73.2,378.94,475.4,0.7,
CEJ5777,G1752-204-024,60.21,18.26948,30.62,0.246,10.54,43.81,-0.09,0.02,7.9,3979.4,52.2,53.1,42.1,71.9,349.26,371.8,0.7,
CEJ5759,G1752-204-024,63.71,20.40364,30.37,0.233,10.54,51.15,-0.29,0.12,7.972,3972.4,52.4,52.9,41.5,72.8,321.22,395.2,1,
CEJ4022,G1752-204-024,65.7,20.97627,34.14,0.227,10.5,47.8,-0.23,0.1,6.844,4011.1,52.4,53.4,42.1,73.9,343.66,346.9,0.5,
CEJ5765,G1752-204-024,53.72,13.47502,30.89,0.257,10.56,48.12,-0.15,0.11,7.824,3987.5,52.4,53.2,42,73.2,322.3,487.6,0.6,
CEJ5770,G1752-204-024,57.2,13.90628,31.78,0.238,10.54,52.55,-0.14,0,7.522,3982.8,52.2,53.4,41.8,72.4,355.32,429.9,0.6,
CEJ7644,G1752-204-058,55.71,15.07781,26.76,0.255,10.54,52.44,-0.08,0.08,9.325,3969.7,52.1,53.4,43,71,312.13,399.8,0.6,
CEJ7281,G1752-204-058,69.71,19.75616,32.09,0.207,10.5,43.76,-0.07,0.1,7.431,3987.6,52.7,53.9,42.5,73.9,338.52,533.4,0.7,
CEJ7237,G1752-204-052,89.97,15.5049,29.06,0.132,10.51,50.77,-0.11,0.02,8.454,3980,51.7,53.2,43,73,312.24,692.8,0.6,
CEJ7240,G1752-204-057,62.96,13.37485,33.07,0.207,10.53,54.45,-0.09,0.02,7.131,3990.4,53.4,54.4,40.5,70.1,379.65,370.5,0.6,
CEJ7650,G1752-204-058,67.47,15.31662,28.31,0.196,10.51,48.72,-0.3,0,8.74,3981.8,52.6,53.8,41.1,72.9,377.48,685.7,1,
CEJ5821,G1752-204-024,66.95,23.44465,31.51,0.231,10.51,45.61,-0.08,0.04,7.619,3988.1,52.8,52.7,40.1,65,386.33,175.5,0.7,
CEJ7280,G1752-204-058,66.71,17.23009,29.03,0.207,10.51,49.56,-0.14,0.23,8.471,3982.6,53.3,54.3,40.8,73,379.78,572.1,1,
CEJ7230,G1752-204-052,78.97,16.28458,28.28,0.165,10.53,51.79,-0.23,0.25,8.735,3974.9,52.6,54.1,42,74.4,346.9,588.1,0.5,
CEJ7197,G1752-204-050,74.71,19.79549,31.58,0.189,10.53,52.87,-0.25,0.12,7.599,3989.7,52.4,54.3,42.1,72,351.95,283.8,1,
CEJ5773,G1752-204-024,61.47,18.28563,31.96,0.237,10.54,45.73,-0.24,0.08,7.468,3985,53.1,53.4,41,71.5,341.38,460.1,1,
CEJ7212,G1752-204-050,86.71,17.20355,27.34,0.151,10.51,51.54,-0.06,0.04,9.129,3985.1,51.4,52.9,43.8,68.1,316.71,570.7,0.7,
CEJ7233,G1752-204-052,88.22,18.92982,25.37,0.149,10.5,51.02,-0.14,0.18,9.893,3961.4,53.1,54.4,41.1,74.1,352.61,412.9,0.9,
CEJ7289,G1752-204-059,99.97,18.8302,29.97,0.129,10.51,47.11,-0.23,0.25,8.128,3980.8,51.7,53.2,43.6,73.2,319.61,802.4,0.6,
CEJ2373,G1752-204-059,82.96,18.92882,34.75,0.167,10.53,48.73,-0.16,0.1,6.639,3988.4,51.4,52.7,44.1,68.6,329.73,924.3,1,
CEJ7271,G1752-204-058,53.21,13.75115,32.32,0.259,10.57,52.84,-0.15,0,7.357,3986.8,52.4,53.6,42.1,73.2,322.26,350.6,0.5,
CEJ7222,G1752-204-052,100.97,19.76038,28.27,0.128,10.51,50.99,-0.21,0.06,8.734,3972.8,52.6,53.8,41.5,73.7,373.02,672.1,1,
CEJ7213,G1752-204-050,98.46,19.2597,26.82,0.13,10.53,52.17,-0.11,0.1,9.317,3976,51.2,52.7,43.1,70.9,325.41,669.9,1,
CEJ7282,G1752-204-058,57.7,15.566,31.28,0.24,10.52,51.44,-0.1,0.03,7.682,3981.1,52.6,53.4,42.3,67.5,315.65,378.2,0.9,
CEJ5776,G1752-204-024,65.46,21.29094,30.43,0.23,10.57,47.74,-0.12,0.1,7.971,3982.4,52.6,53.1,41,65,357.14,275.3,1,
CEJ7659,G1752-204-058,54.47,11.1632,25.72,0.238,10.5,52.24,-0.2,0.09,9.736,3959.9,51.7,53.1,42.5,72.2,387.93,516.2,1,
CEJ7256,G1752-204-057,57.46,12.81326,32.87,0.229,10.5,51.2,-0.16,0.09,7.19,3989.1,52.1,53.2,42.1,72.9,378.02,522.6,1,
CEJ4975,G1752-204-054,59.71,14.40006,27.82,0.229,10.51,49.27,-0.08,0.18,8.91,3973.7,51.9,53.6,42.6,71.3,385.97,535.6,0.9,
CEJ7648,G1752-204-058,64.27,15.41038,25.58,0.208,10.51,47.44,-0.08,0.06,9.704,3928.3,51.9,53.1,41.8,71.9,379.59,581.4,1,
CEJ7646,G1752-204-058,52.78,13.124,25,0.261,10.55,51.79,-0.29,0.01,10.008,3945.4,52.2,53.6,42.8,71.5,327.56,552.7,0.5,
CEJ5847,G1752-204-051,96.8,17.64661,30.24,0.131,10.5,51.84,-0.01,0.25,7.983,3955.4,51.6,53.1,42.1,72.3,347.28,639.6,0.8,
CEJ5848,G1752-204-051,96.29,17.29213,28.44,0.131,10.52,53.96,-0.02,0.11,8.624,3953.3,51.6,53.1,43,72,333.1,466.3,1,
CEJ7244,G1752-204-057,57.03,12.68138,33.83,0.232,10.53,52.01,-0.07,0.02,6.863,3961.6,52.1,53.6,42.3,72.2,369.3,500,0.6,
CEJ7249,G1752-204-057,57.28,13.42088,31.58,0.233,10.51,52.4,-0.01,0.08,7.53,3950.8,52.2,53.6,42.3,72.9,359.57,468.2,0.5,
CEJ5839,G1752-204-046,60.71,17.59939,23.51,0.239,10.52,52.98,-0.09,0.04,10.801,3975.7,53.2,54.1,40.5,70.6,330.02,346.2,0.6,
CEJ5836,G1752-204-045,93.21,17.03595,29.3,0.136,10.53,47.58,-0.2,0.08,8.372,3982.7,52.1,53.6,42,72.5,332.44,742.1,0.5,
CEJ4075,G1752-204-024,63.72,22.24404,33.12,0.239,10.5,43.87,-0.17,0.13,7.12,3993,51.9,52.1,41.6,64,310.77,243,0.6,
CEJ7253,G1752-204-057,53.96,13.26959,33.29,0.252,10.51,51.85,-0.18,0.1,7.067,3991.9,52.2,53.2,42.5,72.9,340.57,481.3,0.5,
CEJ4932,G1752-204-054,52.46,13.17748,33.08,0.265,10.52,52.22,-0.06,0.15,7.124,3987.8,52.1,53.6,42.8,69.3,338.84,448.9,0.6,
CEJ4951,G1752-204-054,63.97,12.44197,29.01,0.198,10.52,50.76,-0.11,0.09,8.458,3973.5,52.4,53.9,41.8,73.4,382.88,435.4,1,
CEJ5774,G1752-204-024,62.28,17.91304,31.75,0.23,10.53,48.92,-0.08,0.07,7.469,3946.9,52.4,53.2,41.5,71.2,355.66,435.1,0.5,
CEJ5824,G1752-204-045,86.46,15.92726,25.57,0.148,10.5,49.71,-0.09,0.15,9.833,3970.8,52.4,53.9,42.1,72.5,324.66,405.4,1,
CEJ4947,G1752-204-054,75.22,14.22651,30.38,0.17,10.54,54.24,-0.23,0.14,7.983,3979.7,52.7,54.1,41.3,70.4,382.47,563.2,0.6,
CEJ5819,G1752-204-024,55.03,13.26943,30.26,0.245,10.57,51.02,-0.03,0.05,7.961,3947.8,52.1,52.6,41.3,72.2,365.45,286.8,0.5,
CEJ5760,G1752-204-024,64.54,18.3385,30.31,0.222,10.54,47.96,-0.19,0.14,7.935,3943.2,52.4,53.6,41.3,72.9,359.89,469.5,1,
CEJ5795,G1752-204-024,56.71,13.66042,31.35,0.239,10.53,51.3,0,0.15,7.651,3976.7,51.9,53.2,41.8,72.7,350.54,363.5,1,
CEJ5827,G1752-204-045,95.47,17.58569,24.79,0.131,10.52,51.29,-0.28,0.25,10.191,3973.9,52.6,53.9,41.3,72.7,329.6,700.1,1,
CEHD730,G1752-204-030,89.81,16.1078,30.58,0.141,10.52,49.32,-0.03,0.28,7.843,3942.8,52.6,54.1,40.8,72.4,380.84,318.9,1,
CEJ3300,G1752-204-024,58.71,16.0299,23.7,0.235,10.54,50.57,-0.13,0.08,10.7,3973.1,52.9,53.9,40.5,73.5,385.42,166.5,1,
CEJ4100,G1752-204-024,62.72,15.28475,34.2,0.215,10.52,51.59,0,0.1,6.795,3988.6,51.7,52.9,41.5,72.9,377.26,413,0.5,
CEJ5813,G1752-204-024,57.2,12.84391,30.81,0.233,10.53,50.88,-0.06,0.24,7.843,3983.3,52.9,53.8,41,72.9,357.5,380.2,0.8,
CEJ7647,G1752-204-058,57.53,14.20691,26.87,0.233,10.5,49.94,-0.27,0.14,9.208,3942.5,52.9,53.9,41.5,69.4,382.53,455.5,1,
CEJ7246,G1752-204-057,58.46,12.92101,32.92,0.226,10.54,50.88,-0.2,0.07,7.175,3989.3,52.4,53.6,41.8,73,387.91,532.7,0.5,
CEJ4032,G1752-204-024,61.47,15.52858,31.04,0.22,10.52,50.9,-0.09,0.14,7.763,3981.8,52.9,53.3,40.1,70.1,350.39,314,1,
CEJ5789,G1752-204-024,60.72,16.72465,30.63,0.23,10.5,48.97,-0.14,0.12,7.916,3989.4,52.6,53.4,40.8,67.6,387.72,501.5,0.8,
CEJ4062,G1752-204-024,53.45,14.4849,32.8,0.263,10.56,51.34,-0.07,0.11,7.214,3990.7,52.6,53.2,41.3,71.5,351.38,415.4,1,
CEJ5767,G1752-204-024,53.04,13.80918,30.39,0.263,10.53,48.95,-0.06,0.29,7.906,3942.3,52.4,53.4,41.3,73,364.37,425.5,0.8,
CEJ5793,G1752-204-024,55.78,13.92923,27.53,0.245,10.54,51.06,-0.22,0.11,8.961,3948.5,52.1,52.9,41.6,73.4,355.41,316.7,0.5,
CEJ5838,G1752-204-045,97.79,15.16875,26.31,0.125,10.52,50.09,-0.17,0.11,9.439,3943.2,51.9,53.4,40.5,73.2,349.33,543.7,1,
CEJ4087,G1752-204-024,65.04,16.99348,32.14,0.211,10.54,50.01,-0.17,0.06,7.369,3960.3,53.3,53.9,40.1,68.8,346.25,639.7,1,
CEJ5792,G1752-204-024,56.95,12.85399,27.93,0.23,10.5,48.51,-0.05,0.16,8.865,3972.8,52.4,53.6,41.5,72.9,348.63,357.9,1,
CEJ5818,G1752-204-024,56.53,13.7864,30.6,0.238,10.51,51.37,-0.1,0.09,7.852,3950.9,52.7,53.9,41.1,72.4,323.92,430.3,1,
CEJ7656,G1752-204-058,69.04,20.68733,29.3,0.206,10.51,48.72,-0.17,0.06,8.3,3949.3,51.9,52.4,41.5,67.5,356.6,437.4,1,
CEJ4966,G1752-204-054,60.21,17.04301,29.02,0.249,10.57,50.52,-0.21,0.1,8.472,3981.4,51.9,52.9,42.1,63.8,379.58,601.3,0.5,
CEJ7660,G1752-204-058,54.96,11.51591,26.68,0.238,10.57,52.68,-0.13,0.04,9.348,3966,52.7,53.7,41.3,71.7,379.06,543.5,1,
CEJ7305,G1752-204-059,94.96,18.86243,30.14,0.139,10.52,42.42,-0.11,0.05,8.082,3987.5,51.6,53.4,43.6,72.9,327.6,1070.6,0.6,
CEJ7311,G1752-204-059,93.79,18.55847,27.9,0.138,10.5,45.57,-0.18,0.05,8.818,3948.6,52.5,53.4,43.1,72.1,322.74,715.4,0.7,
CEJ7655,G1752-204-058,50.46,12.91216,25.57,0.274,10.55,51.93,-0.1,0.05,9.785,3954.5,52.4,53.4,42.3,73.9,311.35,474.9,0.9,
CEJ5797,G1752-204-024,50.46,11.90133,24.5,0.267,10.57,50.46,-0.11,0.04,10.334,3976.9,52.9,54.3,42.1,72.9,333.4,291.1,0.9,
CEJ7251,G1752-204-057,55.71,12.97305,32.5,0.242,10.57,51.62,-0.19,0.05,7.314,3995,51.4,52.9,43.1,72.4,350.91,457,0.6,
CEJ7252,G1752-204-057,55.97,15.56635,33.72,0.253,10.51,47.83,-0.04,0.05,6.948,3997.9,51.9,53.6,42.9,72.6,317.01,400.2,0.9,
CEJ4913,G1752-204-054,55.22,13.5663,28.85,0.249,10.52,53.1,-0.11,0.18,8.525,3976.9,51.6,53.1,43,72.8,365.43,619,0.6,
CEJ4018,G1752-204-024,60.78,16.63144,32.13,0.227,10.52,48.74,-0.29,0.14,7.365,3956,52.8,53.2,40.5,67.1,385.34,300.8,1,
CEJ4956,G1752-204-054,58.47,12.65827,28.76,0.22,10.53,51.46,-0.07,0.05,8.556,3975.8,51.8,53.3,42.6,73,357.34,455.9,1,
CEH9113,G1752-204-030,70.28,18.12753,30.91,0.195,10.53,52.45,-0.12,0.1,7.748,3950.6,52.8,53.1,41.1,73.7,379.58,301.3,0.5,
CEG0947,G1752-204-036,73.22,16.42938,30.52,0.185,10.52,52.54,-0.09,0.1,7.94,3982.4,52.4,53.4,42.6,70.4,339.82,234.1,0.7,
CEJ2386,G1752-204-059,89.98,16.99017,27.45,0.14,10.52,51.19,-0.23,0.14,9.049,3970.9,52.1,53.4,42.1,71.5,348.9,849.8,0.7,
CEJ4958,G1752-204-054,58.47,13.44831,28.22,0.235,10.5,52.34,-0.1,0.03,8.763,3977,51.9,53.2,42.6,69.3,371.17,565.5,1,
CEJ4911,G1752-204-054,53.71,13.07474,31.68,0.251,10.54,52.41,-0.16,0.02,7.566,3989.5,52.1,53.4,43,68.7,382.77,454,1,
CEJ5786,G1752-204-024,60.47,15.28349,30.11,0.228,10.56,52.27,-0.18,0.23,8.09,3986.3,52.6,53.2,40.6,73.4,346.52,630,0.6,
CEE8637,G1752-204-036,83.71,17.61667,32.83,0.157,10.53,51.64,-0.1,0.1,7.207,3992.1,52.2,53.6,41.3,71.2,380.97,304.2,0.7,
CEJ5802,G1752-204-024,54.78,12.73726,26.02,0.243,10.51,52.16,-0.08,0.12,9.518,3928.2,53.1,54.1,40.6,73,369.39,466.6,0.7,
CEJ4949,G1752-204-054,62.46,12.76017,30.93,0.204,10.54,51.88,-0.08,0.02,7.804,3984,52.9,54.1,42,73,367.43,481.9,1,
CEJ3344,G1752-204-024,58.28,15.25364,28.1,0.234,10.52,50.8,-0.02,0.12,8.737,3946.7,52.1,53.2,41.3,71.2,330.28,286.3,1,
CEJ4941,G1752-204-054,58.45,15.38711,28.43,0.248,10.51,51,-0.05,0.28,8.691,3980.5,51.9,53.2,43.1,67.7,369.74,570.3,0.8,
CEJ4089,G1752-204-024,60.7,15.06408,32.24,0.226,10.53,49.84,-0.03,0.14,7.371,3980.2,51.9,52.6,41.1,72.9,373.48,698.8,1,
CEJ4071,G1752-204-024,62.04,18.82059,32.27,0.235,10.52,45.71,-0.16,0.04,7.309,3948.6,51.7,52.7,42.3,71.7,333.31,346.8,1,
CEJ7310,G1752-204-059,85.05,19.34845,29.79,0.16,10.52,41.58,-0.16,0.07,8.121,3946.6,51.7,53.2,44.3,72.5,310.57,606.3,1,
CEJ5835,G1752-204-045,70.04,17.38528,26.99,0.198,10.55,53.4,-0.07,0.07,9.168,3945.7,52.4,53.8,41.5,72.4,363.23,551.8,0.6,
CEI6941,G1752-204-047,71.29,16.88964,27.3,0.19,10.52,51.74,-0.06,0.06,9.049,3947.5,52.2,53.6,42,73.4,348.59,389.9,0.7,
CEJ5837,G1752-204-045,89.04,17.21572,26.75,0.141,10.52,51.17,-0.1,0.09,9.242,3937,51.9,53.4,42,72.2,333.45,818.2,1,
CEJ4945,G1752-204-054,63.28,14.90504,29.78,0.214,10.54,49.34,-0.06,0.2,8.119,3944,52.7,53.8,42,72.5,363.61,450.9,1,
CEJ4099,G1752-204-025,54.04,12.45833,26.77,0.248,10.56,53.34,-0.24,0.02,9.244,3940.8,52.9,53.9,40.6,72.7,356.09,418.6,1,
CEJ5834,G1752-204-045,90.29,15.74455,25.3,0.139,10.53,48.98,-0.19,0.07,9.849,3936.5,52.3,53.6,42.1,71.7,336.49,739.9,1,
CEIA319,G1752-204-028,68.04,20.25744,33.47,0.212,10.52,52.85,-0.14,0.07,6.95,3949.6,53.4,54.3,39.8,70.1,368.45,355.7,0.5,
CEJ5829,G1752-204-045,94.05,18.57562,25.89,0.139,10.53,52.46,-0.07,0.12,9.573,3928.4,51.4,52.9,42.5,70.6,322.46,657.5,1,
CEJ2372,G1752-204-059,83.57,18.97123,32.31,0.161,10.52,48.13,-0.15,0.11,7.305,3953.6,51.9,53.4,43.1,73.5,325.8,401,0.5,
CEHD749,G1752-204-030,85.07,16.96135,33.1,0.152,10.54,50.59,-0.09,0.06,7.059,3949.6,51.9,53.1,42.1,73.4,336.01,348,0.8,
CEJ4045,G1752-204-024,57.71,14.7738,32.97,0.239,10.56,51.06,-0.17,0.13,7.146,3980.5,52.9,54,41.6,73.4,371.34,280,0.8,
CEJ0163,G1752-204-030,81.29,12.26352,26.22,0.151,10.51,53.37,-0.07,0.15,9.44,3930.1,52.1,53.4,41.5,71.7,386.57,501.7,0.6,
CEJ4116,G1752-204-025,51.21,12.14843,28.19,0.263,10.54,52.93,-0.03,0.03,8.772,3975.9,53,53.8,41.9,73.4,362.99,431.2,0.9,
CEJ4065,G1752-204-024,54.04,14.65848,34.35,0.259,10.54,51.77,-0.1,0.08,6.722,3966.8,52.6,53.6,41.3,73,326.63,443.5,0.7,
CEJ3278,G1752-204-024,60.47,14.77413,25.53,0.22,10.51,54.88,-0.13,0.02,9.863,3975,53.2,54.3,40.1,74.1,370.29,443.9,0.7,
CEJ5826,G1752-204-045,93.57,15.03689,24.23,0.133,10.51,51.52,-0.08,0.11,10.374,3950.7,52.7,54.1,41.3,70.2,362.02,818.5,0.9,
CEJ2409,G1752-204-054,68.21,17.36729,26.25,0.207,10.53,46.43,-0.29,0.02,9.535,3968.8,52,53.1,44.1,69.9,320.59,638.2,0.6,
CEJ4061,G1752-204-024,58.97,14.28925,34.61,0.229,10.53,50.38,-0.09,0.14,6.687,3994.9,53,54.3,41.7,73.4,389.21,511.8,0.7,
CEJ3346,G1752-204-024,66.05,20.56102,32.59,0.22,10.55,49.19,-0.16,0.05,7.215,3951.2,52.4,52.2,40.1,68.1,366.3,278.4,0.9,
CEJ4057,G1752-204-024,65.21,18.73089,32.92,0.221,10.53,48.76,-0.04,0.12,7.183,3994.4,52.7,54,41.4,72.2,358.18,339.2,0.6,
CEJ2415,G1752-204-054,79.21,18.8683,24.65,0.173,10.52,39.09,-0.17,0.05,10.286,3983.6,51.6,52.7,42.5,73.6,330.27,706.2,0.7,
CEJ4102,G1752-204-025,54.2,12.02566,27.5,0.245,10.53,49.98,-0.11,0.1,9.046,3977.6,52.1,53.3,41.3,72.5,366.23,481.2,0.8,
CEJ4083,G1752-204-024,61.71,15.62273,31.05,0.224,10.56,51.67,-0.05,0.06,7.761,3982.6,52.1,53.2,41.3,71.9,362.43,725.7,0.7,
CEJ2379,G1752-204-059,92.07,15.74658,27.48,0.136,10.52,53.1,-0.14,0.18,8.97,3944.2,52.6,53.9,42.5,73.7,339.97,477,0.8,
CEJ2410,G1752-204-054,76.31,15.61775,25.49,0.169,10.51,46.49,-0.1,0.04,9.759,3933.9,52.6,53.4,41,72,388.76,816.4,0.6,
CEHD754,G1752-204-030,94.07,17.11605,29.75,0.134,10.52,49.98,-0.05,0.23,8.12,3939.4,52.1,53.3,41,73.5,368.87,326.3,1,
CEG2976,G1752-204-036,70.81,16.62738,26.72,0.194,10.52,46.37,-0.06,0.05,9.283,3947.9,51.4,52.7,43.6,71.4,317.59,496.9,0.6,
CEJ4025,G1752-204-024,66.21,17.94114,32.29,0.211,10.57,48.98,-0.19,0.01,7.375,3992,53.4,53.7,39.3,66.8,323.96,516.5,0.6,
CEJ3292,G1752-204-024,65.81,22.01017,30.95,0.233,10.51,45.68,-0.03,0.12,7.709,3936.8,53,53.1,41.9,68.1,332.14,218.3,0.6,
CEJ2442,G1752-204-054,73.3,23.38728,32.71,0.203,10.53,42.92,-0.17,0.03,7.18,3952.1,52.5,53.3,42.2,66.3,334.34,320.9,0.6,
CEJ4019,G1752-204-024,61.28,15.08009,32.49,0.219,10.5,49.93,-0.22,0.19,7.247,3952.1,53.2,53.9,40.2,72.4,385.1,394.5,0.9,
CEJ3329,G1752-204-024,63.54,20.26405,30.27,0.235,10.51,49.73,-0.24,0.25,7.96,3949,52.7,53.1,40.7,69.7,373.1,301.5,0.6,
CEJ2423,G1752-204-054,60.29,15.14817,33.64,0.232,10.55,46.03,-0.06,0.11,6.913,3958.1,52.5,53.6,41.9,69.5,348.22,641.7,0.9,
CEJ3284,G1752-204-024,58.21,15.06462,33.13,0.236,10.52,47.28,-0.29,0.11,7.122,3996.3,53,53.5,40.9,71.8,313.18,358.1,0.9,
CEJ3281,G1752-204-024,63.53,13.56533,33.24,0.204,10.52,47.16,-0.23,0.17,7.022,3952.6,52.8,52.9,40.2,73.3,375.88,390.9,0.7,
CEJ3308,G1752-204-024,62.3,16.12017,27.28,0.222,10.53,50.5,-0.06,0.08,9.05,3944.7,53.2,53.8,41.6,74.1,386.78,283.9,0.7,
CEJ4106,G1752-204-025,59.03,17.70976,27.62,0.247,10.55,48.25,-0.15,0.11,8.922,3946.9,53.2,53.8,41.1,71.2,351.37,314.4,0.6,
